,session_no,src,src_city,src_region,src_country,dest,Hop_No,avg_rtt,IP_Address,City,Region_Name,Country
1,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,2,4,203.129.218.109,Hubli,Karnataka,IN
2,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,3,15,136.232.193.165,Bengaluru,Karnataka,IN
3,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,4,20,103.198.140.170,Singapore,Singapore,SG
4,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,5,55,103.198.140.209,Singapore,Singapore,SG
5,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,6,55,103.198.140.209,Singapore,Singapore,SG
6,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,7,54,199.59.151.96,San Francisco,California,US
7,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,8,53,104.244.42.129,San Francisco,California,US
0,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,1,6,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,2,7,203.129.218.109,Hubli,Karnataka,IN
2,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,3,15,136.232.193.165,Bengaluru,Karnataka,IN
3,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,4,21,103.198.140.170,Singapore,Singapore,SG
4,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,5,51,103.198.140.209,Singapore,Singapore,SG
5,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,6,54,103.198.140.209,Singapore,Singapore,SG
6,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,7,56,199.59.151.96,San Francisco,California,US
7,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,8,52,104.244.42.129,San Francisco,California,US
0,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,1,5,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,2,3,203.129.218.109,Hubli,Karnataka,IN
2,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,3,15,136.232.193.165,Bengaluru,Karnataka,IN
3,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,4,21,103.198.140.170,Singapore,Singapore,SG
4,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,5,54,103.198.140.209,Singapore,Singapore,SG
5,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,6,51,103.198.140.209,Singapore,Singapore,SG
6,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,7,55,199.59.151.96,San Francisco,California,US
7,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,twitter,8,53,104.244.42.129,San Francisco,California,US
0,0,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,5,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,0,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,8,203.129.218.109,Hubli,Karnataka,IN
2,0,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,7,61.1.117.54,Bengaluru,Karnataka,IN
3,0,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,23,117.216.207.115,Tanjore,Tamil Nadu,IN
4,0,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,29,99.82.177.214,Ashburn,Virginia,US
5,0,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,1,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,5,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,1,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,6,203.129.218.109,Hubli,Karnataka,IN
2,1,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,5,61.1.117.54,Bengaluru,Karnataka,IN
3,1,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,26,117.216.207.115,Tanjore,Tamil Nadu,IN
4,1,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,28,99.82.177.214,Ashburn,Virginia,US
5,1,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,3,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,63,203.129.218.109,Hubli,Karnataka,IN
2,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,14,136.232.193.165,Bengaluru,Karnataka,IN
3,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,20,103.198.140.64,Singapore,Singapore,SG
4,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,57,103.198.140.15,Singapore,Singapore,SG
5,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,54,210.57.38.112,Singapore,Singapore,SG
6,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,7,50,180.87.96.129,Singapore,Singapore,SG
7,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,8,49,120.29.214.11,Singapore,Singapore,SG
8,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,9,50,180.87.107.1,Singapore,Singapore,SG
9,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,10,49,180.87.36.40,Chennai,Tamil Nadu,IN
10,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,11,102,180.87.36.6,Chennai,Tamil Nadu,IN
11,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,12,50,180.87.37.2,Chennai,Tamil Nadu,IN
12,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,13,118,219.65.110.102,Bengaluru,Karnataka,IN
13,2,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,14,49,104.89.113.51,Nelamangala,Karnataka,IN
0,3,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,3,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,7,203.129.218.109,Hubli,Karnataka,IN
2,3,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,9,61.1.117.54,Bengaluru,Karnataka,IN
3,3,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,25,117.216.207.115,Tanjore,Tamil Nadu,IN
4,3,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,28,99.82.177.214,Ashburn,Virginia,US
5,3,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,4,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,4,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,8,203.129.218.109,Hubli,Karnataka,IN
2,4,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,6,61.1.117.54,Bengaluru,Karnataka,IN
3,4,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,23,117.216.207.115,Tanjore,Tamil Nadu,IN
4,4,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,27,99.82.177.214,Ashburn,Virginia,US
5,4,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,5,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,5,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,5,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,7,203.129.218.109,Hubli,Karnataka,IN
2,5,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,6,61.1.117.54,Bengaluru,Karnataka,IN
3,5,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,23,117.216.207.115,Tanjore,Tamil Nadu,IN
4,5,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,28,99.82.177.214,Ashburn,Virginia,US
5,5,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,22,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,6,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,6,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,6,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,8,203.129.218.109,Hubli,Karnataka,IN
2,6,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,3,61.1.117.54,Bengaluru,Karnataka,IN
3,6,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,25,99.82.177.214,Ashburn,Virginia,US
4,6,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,7,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,9,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,7,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,3,203.129.218.109,Hubli,Karnataka,IN
2,7,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,7,61.1.117.54,Bengaluru,Karnataka,IN
3,7,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,23,117.216.207.115,Tanjore,Tamil Nadu,IN
4,7,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,28,99.82.177.214,Ashburn,Virginia,US
5,7,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,27,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,8,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,49,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,8,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,284,203.129.218.109,Hubli,Karnataka,IN
2,8,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,154,136.232.193.165,Bengaluru,Karnataka,IN
3,8,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,20,162.219.225.118,San Francisco,California,US
0,9,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,8,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,9,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,4,203.129.218.109,Hubli,Karnataka,IN
2,9,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,15,136.232.193.165,Bengaluru,Karnataka,IN
3,9,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,20,162.219.225.118,San Francisco,California,US
0,10,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,6,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,10,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,4,203.129.218.109,Hubli,Karnataka,IN
2,10,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,12,136.232.193.165,Bengaluru,Karnataka,IN
3,10,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,19,162.219.225.118,San Francisco,California,US
0,11,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,3,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,11,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,4,203.129.218.109,Hubli,Karnataka,IN
2,11,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,15,136.232.193.165,Bengaluru,Karnataka,IN
3,11,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,20,162.219.225.118,San Francisco,California,US
0,12,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,3,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,12,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,8,203.129.218.109,Hubli,Karnataka,IN
2,12,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,17,61.1.117.54,Bengaluru,Karnataka,IN
3,12,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,27,117.216.207.115,Tanjore,Tamil Nadu,IN
4,12,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,27,99.82.177.214,Ashburn,Virginia,US
5,12,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,13,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,13,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,8,203.129.218.109,Hubli,Karnataka,IN
2,13,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,21,136.232.193.165,Bengaluru,Karnataka,IN
3,13,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,20,162.219.225.118,San Francisco,California,US
0,14,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,9,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,14,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,6,203.129.218.109,Hubli,Karnataka,IN
2,14,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,68,136.232.193.165,Bengaluru,Karnataka,IN
3,14,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,19,162.219.225.118,San Francisco,California,US
0,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,7,203.129.218.109,Hubli,Karnataka,IN
2,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,13,136.232.193.165,Bengaluru,Karnataka,IN
3,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,21,103.198.140.64,Singapore,Singapore,SG
4,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,57,103.198.140.15,Singapore,Singapore,SG
5,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,69,210.57.38.112,Singapore,Singapore,SG
6,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,7,57,180.87.96.129,Singapore,Singapore,SG
7,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,8,51,120.29.214.11,Singapore,Singapore,SG
8,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,9,50,180.87.107.1,Singapore,Singapore,SG
9,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,10,50,180.87.36.40,Chennai,Tamil Nadu,IN
10,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,11,50,180.87.36.6,Chennai,Tamil Nadu,IN
11,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,12,55,180.87.37.2,Chennai,Tamil Nadu,IN
12,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,13,155,219.65.110.102,Bengaluru,Karnataka,IN
13,15,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,14,50,104.89.113.51,Nelamangala,Karnataka,IN
0,16,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,10,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,16,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,4,203.129.218.109,Hubli,Karnataka,IN
2,16,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,15,61.1.117.54,Bengaluru,Karnataka,IN
3,16,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,27,117.216.207.115,Tanjore,Tamil Nadu,IN
4,16,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,28,99.82.177.214,Ashburn,Virginia,US
5,16,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,17,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,5,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,17,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,7,203.129.218.109,Hubli,Karnataka,IN
2,17,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,4,61.1.117.54,Bengaluru,Karnataka,IN
3,17,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,26,117.216.207.115,Tanjore,Tamil Nadu,IN
4,17,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,28,99.82.177.214,Ashburn,Virginia,US
5,17,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,20,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,18,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,7,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,18,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,4,203.129.218.109,Hubli,Karnataka,IN
2,18,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,17,136.232.193.165,Bengaluru,Karnataka,IN
3,18,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,19,162.219.225.118,San Francisco,California,US
0,19,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,3,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,19,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,7,203.129.218.109,Hubli,Karnataka,IN
2,19,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,13,136.232.193.165,Bengaluru,Karnataka,IN
3,19,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,19,162.219.225.118,San Francisco,California,US
0,20,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,20,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,5,203.129.218.109,Hubli,Karnataka,IN
2,20,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,16,136.232.193.165,Bengaluru,Karnataka,IN
3,20,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,19,162.219.225.118,San Francisco,California,US
0,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,6,203.129.218.109,Hubli,Karnataka,IN
2,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,16,136.232.193.165,Bengaluru,Karnataka,IN
3,21,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,19,162.219.225.118,San Francisco,California,US
0,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,6,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,3,203.129.218.109,Hubli,Karnataka,IN
2,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,17,136.232.193.165,Bengaluru,Karnataka,IN
3,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,20,103.198.140.64,Singapore,Singapore,SG
4,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,57,103.198.140.15,Singapore,Singapore,SG
5,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,55,210.57.38.112,Singapore,Singapore,SG
6,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,7,51,180.87.96.129,Singapore,Singapore,SG
7,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,8,57,120.29.214.11,Singapore,Singapore,SG
8,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,9,57,180.87.36.40,Chennai,Tamil Nadu,IN
9,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,10,51,180.87.36.6,Chennai,Tamil Nadu,IN
10,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,11,50,180.87.37.2,Chennai,Tamil Nadu,IN
11,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,12,66,219.65.110.102,Bengaluru,Karnataka,IN
12,22,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,13,51,104.89.113.51,Nelamangala,Karnataka,IN
0,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,1,5,203.129.246.53,Nandigāma,Andhra Pradesh,IN
1,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,2,11,203.129.218.109,Hubli,Karnataka,IN
2,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,3,14,136.232.193.165,Bengaluru,Karnataka,IN
3,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,4,21,103.198.140.64,Singapore,Singapore,SG
4,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,5,57,103.198.140.15,Singapore,Singapore,SG
5,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,6,51,210.57.38.112,Singapore,Singapore,SG
6,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,7,50,180.87.96.129,Singapore,Singapore,SG
7,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,8,50,120.29.214.11,Singapore,Singapore,SG
8,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,9,50,180.87.36.40,Chennai,Tamil Nadu,IN
9,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,10,51,180.87.36.6,Chennai,Tamil Nadu,IN
10,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,11,50,180.87.37.2,Chennai,Tamil Nadu,IN
11,23,10.0.16.155,Nandigāma,Andhra Pradesh,IN,amazon,12,51,104.89.113.51,Nelamangala,Karnataka,IN
0,24,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,1,1,203.129.246.49,Nandigāma,Andhra Pradesh,IN
1,24,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,2,3,203.129.218.109,Hubli,Karnataka,IN
2,24,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,3,9,136.232.193.165,Anekal,Karnataka,IN
3,24,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,4,11,49.44.113.1,Chennai,Tamil Nadu,IN
4,24,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,5,14,49.44.145.69,Airoli,Maharashtra,IN
0,25,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,1,2,203.129.246.49,Nandigāma,Andhra Pradesh,IN
1,25,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,2,6,203.129.218.109,Hubli,Karnataka,IN
2,25,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,3,13,136.232.193.165,Anekal,Karnataka,IN
3,25,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,4,20,99.83.67.48,Amsterdam,North Holland,NL
4,25,10.0.3.194,Nandigāma,Andhra Pradesh,IN,amazon,5,18,54.230.91.219,Pallāvaram,Tamil Nadu,IN
0,35,10.0.3.194,Delhi,Delhi,IN,google,1,9,122.184.69.97,Delhi,Delhi,IN
1,35,10.0.3.194,Delhi,Delhi,IN,google,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,35,10.0.3.194,Delhi,Delhi,IN,google,3,17,142.250.169.206,Chennai,Tamil Nadu,IN
3,35,10.0.3.194,Delhi,Delhi,IN,google,4,15,74.125.242.129,Singapore,Singapore,SG
4,35,10.0.3.194,Delhi,Delhi,IN,google,5,15,74.125.242.139,Chennai,Tamil Nadu,IN
5,35,10.0.3.194,Delhi,Delhi,IN,google,6,32,142.250.238.206,Mountain View,California,US
6,35,10.0.3.194,Delhi,Delhi,IN,google,7,35,108.170.248.209,Mumbai,Maharashtra,IN
7,35,10.0.3.194,Delhi,Delhi,IN,google,8,33,142.251.64.15,Mumbai,Maharashtra,IN
8,35,10.0.3.194,Delhi,Delhi,IN,google,9,35,142.250.183.164,Mumbai,Maharashtra,IN
0,36,10.0.3.194,Delhi,Delhi,IN,google,1,10,122.184.69.97,Delhi,Delhi,IN
1,36,10.0.3.194,Delhi,Delhi,IN,google,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,36,10.0.3.194,Delhi,Delhi,IN,google,3,21,142.250.169.206,Chennai,Tamil Nadu,IN
3,36,10.0.3.194,Delhi,Delhi,IN,google,4,286,74.125.242.129,Singapore,Singapore,SG
4,36,10.0.3.194,Delhi,Delhi,IN,google,5,16,74.125.242.139,Chennai,Tamil Nadu,IN
5,36,10.0.3.194,Delhi,Delhi,IN,google,6,33,142.250.238.206,Mountain View,California,US
6,36,10.0.3.194,Delhi,Delhi,IN,google,7,35,108.170.248.209,Mumbai,Maharashtra,IN
7,36,10.0.3.194,Delhi,Delhi,IN,google,8,33,142.251.64.15,Mumbai,Maharashtra,IN
8,36,10.0.3.194,Delhi,Delhi,IN,google,9,35,142.250.183.164,Mumbai,Maharashtra,IN
0,37,10.0.3.194,Delhi,Delhi,IN,google,1,10,122.184.69.97,Delhi,Delhi,IN
1,37,10.0.3.194,Delhi,Delhi,IN,google,2,12,116.119.72.96,Gurgaon,Haryana,IN
2,37,10.0.3.194,Delhi,Delhi,IN,google,3,15,142.250.169.206,Chennai,Tamil Nadu,IN
3,37,10.0.3.194,Delhi,Delhi,IN,google,4,16,74.125.242.129,Singapore,Singapore,SG
4,37,10.0.3.194,Delhi,Delhi,IN,google,5,15,74.125.242.139,Chennai,Tamil Nadu,IN
5,37,10.0.3.194,Delhi,Delhi,IN,google,6,33,142.250.238.206,Mountain View,California,US
6,37,10.0.3.194,Delhi,Delhi,IN,google,7,35,108.170.248.209,Mumbai,Maharashtra,IN
7,37,10.0.3.194,Delhi,Delhi,IN,google,8,33,142.251.64.15,Mumbai,Maharashtra,IN
8,37,10.0.3.194,Delhi,Delhi,IN,google,9,34,142.250.183.164,Mumbai,Maharashtra,IN
0,38,10.0.3.194,Delhi,Delhi,IN,google,1,10,122.184.69.97,Delhi,Delhi,IN
1,38,10.0.3.194,Delhi,Delhi,IN,google,2,9,116.119.72.96,Gurgaon,Haryana,IN
2,38,10.0.3.194,Delhi,Delhi,IN,google,3,15,142.250.169.206,Chennai,Tamil Nadu,IN
3,38,10.0.3.194,Delhi,Delhi,IN,google,4,16,74.125.242.129,Singapore,Singapore,SG
4,38,10.0.3.194,Delhi,Delhi,IN,google,5,19,74.125.242.139,Chennai,Tamil Nadu,IN
5,38,10.0.3.194,Delhi,Delhi,IN,google,6,33,142.250.238.206,Mountain View,California,US
6,38,10.0.3.194,Delhi,Delhi,IN,google,7,35,108.170.248.209,Mumbai,Maharashtra,IN
7,38,10.0.3.194,Delhi,Delhi,IN,google,8,33,142.251.64.15,Mumbai,Maharashtra,IN
8,38,10.0.3.194,Delhi,Delhi,IN,google,9,35,142.250.183.164,Mumbai,Maharashtra,IN
0,39,10.0.3.194,Delhi,Delhi,IN,google,1,11,122.184.69.97,Delhi,Delhi,IN
1,39,10.0.3.194,Delhi,Delhi,IN,google,2,14,116.119.72.96,Gurgaon,Haryana,IN
2,39,10.0.3.194,Delhi,Delhi,IN,google,3,16,142.250.169.206,Chennai,Tamil Nadu,IN
3,39,10.0.3.194,Delhi,Delhi,IN,google,4,15,74.125.242.129,Singapore,Singapore,SG
